id,property,needs_translation,default,translated
889,SYNONYM,f,Fusobacterium prausnitzii,
1473,SYNONYM,f,Fusobacterium sulci,
1114,SYNONYM,f,Gemella bergeriae,
1997,SYNONYM,f,Geobacillus thermoglucosidasius,
2510,SYNONYM,f,Geotrichum klebahnii,
1947,SYNONYM,f,Geotrichum penicillatum,
1369,SYNONYM,f,Gordonia rubropertinctus,
2601,SYNONYM,t,Group A streptococcus,Streptokokken der Gruppe A
2602,SYNONYM,t,Group B streptococcus,Streptokokken der Gruppe B
173,SYNONYM,f,Haemophilus actinomycetemcomitans,
293,SYNONYM,f,Haemophilus aphrophilus,
1799,SYNONYM,f,Haemophilus haemoglobinophilus,
191,SYNONYM,f,Haemophilus segnis,
2474,SYNONYM,f,Hansenula anomala,
1044,SYNONYM,f,Hansenula fabianii,
811,SYNONYM,f,Hansenula polymorpha,
1875,SYNONYM,f,Helicobacter acinonyx,
193,SYNONYM,f,Helicobacter nemestrinae,
1650,SYNONYM,f,Helminthosporium halodes,
1441,SYNONYM,f,Helminthosporium rostratum,
1934,SYNONYM,f,Helminthosporium spiciferum,
1568,SYNONYM,t,Hepatitis A virus,Hepatitis-A-Virus
2641,SYNONYM,t,Hepatitis C virus,Hepatitis-C-Virus
2653,SYNONYM,t,Hepatitis G virus,Hepatitis-G-Virus
2617,SYNONYM,t,Herpes simplex virus type 1,Herpes-simplex-Virus Typ 1
2619,SYNONYM,t,Herpes simplex virus type 2,Herpes-simplex-Virus Typ 2
822,SYNONYM,f,Hormiscium dermatitidis,
510,SYNONYM,f,Hormodendrum dermatitidis,
803,SYNONYM,f,Hormonema,
2676,SYNONYM,t,Human T-lymphotropic virus 1,Humanes T-lymphotropes Virus 1
2678,SYNONYM,t,Human T-lymphotropic virus 2,Humanes T-lymphotropes Virus 2
2605,SYNONYM,t,Human cytomegalovirus,Humanes Cytomegalievirus
2650,SYNONYM,t,Human hepatitis E virus,Humanes Hepatitis-E-Virus
2671,SYNONYM,t,Human herpesvirus 6A,Humanes Herpesvirus 6A
2673,SYNONYM,t,Human herpesvirus 6B,Humanes Herpesvirus 6B
2631,SYNONYM,t,Human herpesvirus 8,Humanes Herpesvirus 8
2662,SYNONYM,t,Human parainfluenza virus 1,Humanes Parainfluenza-Virus 1
2664,SYNONYM,t,Human parainfluenza virus 2,Humanes Parainfluenza-Virus 2
2666,SYNONYM,t,Human parainfluenza virus 3,Humanes Parainfluenza-Virus 3
2668,SYNONYM,t,Human parainfluenza virus 4,Humanes Parainfluenza-Virus 4
2613,SYNONYM,t,Human parvovirus B19,Humanes Parvovirus B19
2652,SYNONYM,t,Human pegivirus,Humanes Pegivirus
2643,SYNONYM,t,Human polyomavirus 1,Humanes Polyomavirus 1
2683,SYNONYM,t,Human polyomavirus 2,Humanes Polyomavirus 2
376,SYNONYM,t,Human respiratory syncytial virus,Humanes Respiratorisches Synzytial-Virus
2526,SYNONYM,t,Influenza A virus,Influenza-A-Virus
710,SYNONYM,t,Influenza B virus,Influenza-B-Virus
1420,SYNONYM,t,Influenza C virus,Influenza-C-Virus
2657,SYNONYM,t,Influenza D virus,Influenza-D-Virus
2684,SYNONYM,t,JC polyomavirus,JC-Polyomavirus
2685,SYNONYM,t,JC virus,JC-Virus
2630,SYNONYM,t,Kaposi's sarcoma-associated herpesvirus,Kaposi-Sarkom-Herpesvirus
951,SYNONYM,f,Kingella indologenes,
1832,SYNONYM,f,Klebsiella ornithinolytica,
926,SYNONYM,f,Klebsiella ozaenae,
476,SYNONYM,f,Klebsiella planticola,
2549,SYNONYM,f,Klebsiella rhinoscleromatis,
1607,SYNONYM,f,Klebsiella singaporensis,
760,SYNONYM,f,Klebsiella terrigena,
2149,SYNONYM,f,Klebsiella trevisanii,
604,SYNONYM,f,Kloeckera,
2485,SYNONYM,f,Kocuria erythromyxa,
809,SYNONYM,f,Kocuria kristinae,
1922,SYNONYM,f,Koserella trabulsii,
515,SYNONYM,f,Lactobacillus antri,
279,SYNONYM,f,Lactobacillus arizonensis,
2429,SYNONYM,f,Lactobacillus brevis,
2185,SYNONYM,f,Lactobacillus buchneri,
551,SYNONYM,f,Lactobacillus casei,
466,SYNONYM,f,Lactobacillus catenaformis,
552,SYNONYM,f,Lactobacillus cellobiosus,
305,SYNONYM,f,Lactobacillus confusus,
1299,SYNONYM,f,Lactobacillus fermentum,
2310,SYNONYM,f,Lactobacillus gastricus,
1983,SYNONYM,f,Lactobacillus minutus,
1399,SYNONYM,f,Lactobacillus oris,
462,SYNONYM,f,Lactobacillus paracasei,
1986,SYNONYM,f,Lactobacillus plantarum,
428,SYNONYM,f,Lactobacillus reuteri,
2221,SYNONYM,f,Lactobacillus rhamnosus,
356,SYNONYM,f,Lactobacillus rimae,
1342,SYNONYM,f,Lactobacillus sakei,
1442,SYNONYM,f,Lactobacillus salivarius,
703,SYNONYM,f,Lactobacillus vaginalis,
1353,SYNONYM,f,Lactobacillus vitulinus,
981,SYNONYM,t,Lassa virus,Lassa-Virus
1519,SYNONYM,f,Lecythophora,
1608,SYNONYM,f,Lecythophora hoffmannii,
1957,SYNONYM,f,Lecythophora mutabilis,
2907,SYNONYM,f,Legionella bozemanii,
443,SYNONYM,f,Legionella pittsburghensis,
1494,SYNONYM,f,Leptotrichia goodfellowii,
1033,SYNONYM,f,Leuconostoc amelibiosum,
1471,SYNONYM,f,Levinea amalonatica,
1283,SYNONYM,f,Listeria denitrificans,
1385,SYNONYM,f,Lucibacterium harveyi,
2070,SYNONYM,t,Lymphocytic choriomeningitis virus,Lymphozytäres-Choriomeningitis-Virus
959,SYNONYM,f,Macrosporium,
513,SYNONYM,f,Madurella mycetomi,
607,SYNONYM,t,Measles virus,Masernvirus
1590,SYNONYM,f,Megamonas hypermegas,
164,SYNONYM,f,Methylobacterium zatmanii,
508,SYNONYM,f,Micrococcus halobius,
2536,SYNONYM,f,Micrococcus kristinae,
408,SYNONYM,f,Micrococcus nishinomiyaensis,
1647,SYNONYM,f,Micrococcus roseus,
468,SYNONYM,f,Micrococcus sedentarius,
204,SYNONYM,f,Micropolyspora brevicatena,
2326,SYNONYM,f,Microsporum brachytomum,
1593,SYNONYM,f,Mitsuokella dentalis,
1468,SYNONYM,f,Monosporium apiospermum,
689,SYNONYM,f,Moraxella anatipestifer,
837,SYNONYM,f,Moraxella phenylpyruvica,
705,SYNONYM,f,Moraxella urethralis,
872,SYNONYM,f,Mortierella wolfii,
1428,SYNONYM,f,Mucor javanicus,
990,SYNONYM,f,Mucor pusillus,
1059,SYNONYM,t,Mumps virus,Mumpsvirus
1897,SYNONYM,f,Mycobacterium africanum,
2858,SYNONYM,f,Mycobacterium bouchedurhonense,
1159,SYNONYM,f,Mycobacterium bovis,
2949,SYNONYM,f,Mycobacterium canetti,
1793,SYNONYM,f,Mycobacterium caprae,
2860,SYNONYM,f,Mycobacterium chimaera,
2878,SYNONYM,f,Mycobacterium massiliense,
1669,SYNONYM,f,Mycobacterium microti,
869,SYNONYM,f,Mycobacterium paratuberculosis,
1054,SYNONYM,f,Mycobacterium pinnipedii,
1082,SYNONYM,f,Mycobacterium vanbaalenii,
2290,SYNONYM,f,Mycoplasma buccale,
1093,SYNONYM,f,Mycoplasma faucium,
1478,SYNONYM,f,Mycoplasma fermentans,
229,SYNONYM,f,Mycoplasma genitalium,
1124,SYNONYM,f,Mycoplasma hominis,
2106,SYNONYM,f,Mycoplasma lipophilum,
509,SYNONYM,f,Mycoplasma orale,
1961,SYNONYM,f,Mycoplasma penetrans,
1787,SYNONYM,f,Mycoplasma pirum,
2136,SYNONYM,f,Mycoplasma pneumoniae,
717,SYNONYM,f,Mycoplasma primatum,
919,SYNONYM,f,Mycoplasma salivarium,
2300,SYNONYM,f,Mycotorula lipolytica,
709,SYNONYM,f,Nakazawaea,
1531,SYNONYM,f,Neisseria cuniculi,
2285,SYNONYM,f,Neisseria ovis,
2598,SYNONYM,f,Neorickettsia sennetsu,
2090,SYNONYM,f,Neosartorya fischeri,
2183,SYNONYM,f,Nocardia orientalis,
1062,SYNONYM,f,Ochrobactrum,
1368,SYNONYM,f,Ochrobactrum anthropi,
2413,SYNONYM,f,Ochrobactrum intermedium,
1853,SYNONYM,f,Ochroconis gallopava,
2398,SYNONYM,f,Paecilomyces javanicus,
1290,SYNONYM,f,Paecilomyces lilacinus,
1268,SYNONYM,f,Paecilomyces marquandii,
1376,SYNONYM,f,Paenibacillus gordonae,
533,SYNONYM,f,Pantoea ananas,
2727,SYNONYM,f,Pantoea calida,
1931,SYNONYM,f,Pasteurella haemolytica,
2079,SYNONYM,f,Pasteurella pneumotropica,
645,SYNONYM,f,Pasteurella ureae,
2097,SYNONYM,f,Pediococcus urinaeequi,
643,SYNONYM,f,Pedobacter piscium,
2550,SYNONYM,f,Penicillium lilacinum,
1516,SYNONYM,f,Penicillium marneffei,
2584,SYNONYM,f,Penicillium patulum,
2376,SYNONYM,f,Penicillium puberulum,
1794,SYNONYM,f,Penicillium rubrum,
547,SYNONYM,f,Penicillium verruculosum,
2080,SYNONYM,f,Peptococcus asaccharolyticus,
784,SYNONYM,f,Peptococcus saccharolyticus,
2143,SYNONYM,f,Peptostreptococcus asaccharolyticus,
2487,SYNONYM,f,Peptostreptococcus hydrogenalis,
2431,SYNONYM,f,Peptostreptococcus lactolyticus,
1317,SYNONYM,f,Peptostreptococcus magnus,
1745,SYNONYM,f,Peptostreptococcus micros,
1053,SYNONYM,f,Peptostreptococcus octavius,
2401,SYNONYM,f,Peptostreptococcus parvulus,
306,SYNONYM,f,Peptostreptococcus prevotii,
2533,SYNONYM,f,Peptostreptococcus productus,
774,SYNONYM,f,Peptostreptococcus tetradius,
826,SYNONYM,f,Peptostreptococcus vaginalis,
1602,SYNONYM,f,Petriellidium boydii,
1503,SYNONYM,f,Phaeoannellomyces werneckii,
2373,SYNONYM,f,Phaeococcomyces exophialae,
1648,SYNONYM,f,Phialemonium curvatum,
71,SYNONYM,f,Phialophora compacta,
580,SYNONYM,f,Phialophora dermatitidis,
797,SYNONYM,f,Phialophora gougerotii,
1309,SYNONYM,f,Phialophora hoffmannii,
762,SYNONYM,f,Phialophora jeanselmei,
1576,SYNONYM,f,Phialophora pedrosoi,
2331,SYNONYM,f,Phialophora richardsiae,
633,SYNONYM,f,Phialophora spinifera,
847,SYNONYM,f,Pichia angusta,
587,SYNONYM,f,Pichia anomala,
1837,SYNONYM,f,Pichia fabianii,
456,SYNONYM,f,Pichia farinosa,
997,SYNONYM,f,Pichia guilliermondii,
1410,SYNONYM,f,Pichia ohmeri,
1475,SYNONYM,f,Pichia polymorpha,
1803,SYNONYM,f,Pityrosporum canis,
1634,SYNONYM,f,Pityrosporum furfur,
2002,SYNONYM,f,Pityrosporum ovale,
235,SYNONYM,f,Pityrosporum pachydermatis,
2215,SYNONYM,f,Pleurostomophora,
1189,SYNONYM,f,Pleurostomophora richardsiae,
561,SYNONYM,f,Porphyromonas cansulci,
2402,SYNONYM,f,Porphyromonas salivosa,
1272,SYNONYM,f,Prevotella heparinolytica,
213,SYNONYM,f,Prevotella oulora,
526,SYNONYM,f,Prevotella tannerae,
1421,SYNONYM,f,Prevotella zoogleoformans,
2068,SYNONYM,f,Propionibacterium acidipropionici,
2348,SYNONYM,f,Propionibacterium acnes,
757,SYNONYM,f,Propionibacterium avidum,
956,SYNONYM,f,Propionibacterium granulosum,
542,SYNONYM,f,Propionibacterium innocuum,
2497,SYNONYM,f,Propionibacterium jensenii,
586,SYNONYM,f,Propionibacterium lymphophilum,
966,SYNONYM,f,Propionibacterium microaerophilum,
2062,SYNONYM,f,Propionibacterium propionicum,
2198,SYNONYM,f,Propionibacterium thoenii,
2008,SYNONYM,f,Proteus myxofaciens,
747,SYNONYM,f,Proteus rettgeri,
2209,SYNONYM,f,Prototheca filamenta,
2112,SYNONYM,f,Providencia friedericiana,
657,SYNONYM,f,Pseudallescheria boydii,
1604,SYNONYM,f,Pseudomonas acidovorans,
1387,SYNONYM,f,Pseudomonas antimicrobica,
1002,SYNONYM,f,Pseudomonas betle,
1485,SYNONYM,f,Pseudomonas cepacia,
2394,SYNONYM,f,Pseudomonas chloritidismutans,
1856,SYNONYM,f,Pseudomonas cocovenenans,
2043,SYNONYM,f,Pseudomonas delafieldii,
1243,SYNONYM,f,Pseudomonas diminuta,
1862,SYNONYM,f,Pseudomonas facilis,
68,SYNONYM,f,Pseudomonas gladioli,
2406,SYNONYM,f,Pseudomonas luteola,
1099,SYNONYM,f,Pseudomonas mallei,
2033,SYNONYM,f,Pseudomonas maltophilia,
2837,SYNONYM,f,Pseudomonas nosocomialis,
2142,SYNONYM,f,Pseudomonas paucimobilis,
1088,SYNONYM,f,Pseudomonas perfectomarina,
1691,SYNONYM,f,Pseudomonas pertucinogena,
63,SYNONYM,f,Pseudomonas pickettii,
2065,SYNONYM,f,Pseudomonas pseudoalcaligenes,
1160,SYNONYM,f,Pseudomonas pseudomallei,
2237,SYNONYM,f,Pseudomonas pyrrocinia,
2486,SYNONYM,f,Pseudomonas testosteroni,
1029,SYNONYM,f,Pseudomonas vesicularis,
2703,SYNONYM,f,Pseudozyma aphidis,
977,SYNONYM,f,Pullularia,
46,SYNONYM,f,Pullularia pullulans,
349,SYNONYM,f,Pyrenochaeta romeroi,
2404,SYNONYM,t,Rabies virus,Tollwut-Virus
1969,SYNONYM,f,Ralstonia gilardii,
85,SYNONYM,f,Ralstonia respiraculi,
298,SYNONYM,f,Ramichloridium cerophilum,
244,SYNONYM,f,Rhinocladiella pedrosoi,
1394,SYNONYM,f,Rhinocladiella spinifera,
1028,SYNONYM,f,Rhizobium radiobacter,
1083,SYNONYM,f,Rhizobium rubi,
407,SYNONYM,f,Rhizobium vitis,
1018,SYNONYM,f,Rhizopus nigricans,
517,SYNONYM,f,Rhizopus oryzae,
216,SYNONYM,f,Rhodococcus aurantiacus,
122,SYNONYM,f,Rhodococcus bronchialis,
1050,SYNONYM,f,Rhodococcus chlorophenolicus,
1279,SYNONYM,f,Rhodococcus luteus,
2412,SYNONYM,f,Rhodococcus roseus,
924,SYNONYM,f,Rhodococcus rubropertinctus,
1184,SYNONYM,f,Rhodococcus terrae,
113,SYNONYM,f,Rhodotorula minuta,
1866,SYNONYM,f,Rhodotorula mucilaginosa,
695,SYNONYM,f,Rhodotorula pilimanae,
313,SYNONYM,f,Rickettsia tsutsugamushi,
1178,SYNONYM,f,Riemerella anatipestifer,
2021,SYNONYM,t,Rift Valley fever virus,Rifttal-Fieber-Virus
712,SYNONYM,f,Rochalimaea elizabethae,
1365,SYNONYM,f,Rochalimaea henselae,
2094,SYNONYM,f,Rochalimaea quintana,
413,SYNONYM,f,Rochalimaea vinsonii,
223,SYNONYM,t,Rubella virus,Rötelnvirus
883,SYNONYM,f,Ruminococcus hansenii,
1087,SYNONYM,f,Ruminococcus productus,
2608,SYNONYM,f,SARS-CoV-2,
2741,SYNONYM,f,Salmonella Bareilly,
2739,SYNONYM,f,Salmonella Infantis,
2743,SYNONYM,f,Salmonella Isangi,
2745,SYNONYM,f,Salmonella Kottbus,
2747,SYNONYM,f,Salmonella Livingstone,
2749,SYNONYM,f,Salmonella Montevideo,
2751,SYNONYM,f,Salmonella Newport,
2753,SYNONYM,f,Salmonella Ohio,
2755,SYNONYM,f,Salmonella Senftenberg,
2757,SYNONYM,f,Salmonella Tennessee,
2765,SYNONYM,f,Salmonella Typhi,
2767,SYNONYM,f,Salmonella Typhimurium,
2759,SYNONYM,f,Salmonella Urbana,
2761,SYNONYM,f,Salmonella Virchow,
2763,SYNONYM,f,Salmonella Worthington,
2735,SYNONYM,f,Salmonella choleraesuis,
2737,SYNONYM,f,Salmonella enteritidis,
1935,SYNONYM,f,Sarcinosporon,
2540,SYNONYM,f,Sarcinosporon inkin,
1506,SYNONYM,f,Scedosporium inflatum,
2254,SYNONYM,f,Schwanniomyces,
691,SYNONYM,f,Scolecobasidium constrictum,
952,SYNONYM,f,Scolecobasidium humicola,
2092,SYNONYM,f,Scopulariopsis acremonium,
463,SYNONYM,f,Scopulariopsis brumptii,
49,SYNONYM,f,Scytalidium dimidiatum,
1888,SYNONYM,f,Scytalidium hyalinum,
534,SYNONYM,f,Serpulina,
1847,SYNONYM,f,Serpulina pilosicoli,
1186,SYNONYM,f,Serratia marinorubra,
1979,SYNONYM,t,Simian virus 40,Simian-Virus 40
76,SYNONYM,f,Simonsiella crassa,
65,SYNONYM,f,Sphingobacterium heparinum,
2088,SYNONYM,f,Sphingobacterium mizutae,
1266,SYNONYM,f,Sphingobacterium piscium,
2204,SYNONYM,f,Sporothrix cyanescens,
1105,SYNONYM,f,Sporotrichum beurmannii,
856,SYNONYM,f,Sporotrichum schenckii,
2687,SYNONYM,t,St. Louis encephalitis virus,St.-Louis-Enzephalitis-Virus
2006,SYNONYM,f,Staphylococcus carnosus utilis,
2556,SYNONYM,f,Staphylococcus caseolyticus,
546,SYNONYM,f,Staphylococcus cohnii cohnii,
2125,SYNONYM,f,Staphylococcus cohnii urealyticus,
2365,SYNONYM,f,Staphylococcus fleurettii,
188,SYNONYM,f,Staphylococcus hyicus chromogenes,
1615,SYNONYM,f,Staphylococcus hyicus hyicus,
964,SYNONYM,f,Staphylococcus lentus,
2532,SYNONYM,f,Staphylococcus pulvereri,
16,SYNONYM,f,Staphylococcus saprophyticus bovis,
1015,SYNONYM,f,Staphylococcus schleiferi coagulans,
1748,SYNONYM,f,Staphylococcus schleiferi schleiferi,
1158,SYNONYM,f,Staphylococcus sciuri,
2232,SYNONYM,f,Staphylococcus sciuri carnaticus,
2407,SYNONYM,f,Staphylococcus sciuri lentus,
260,SYNONYM,f,Staphylococcus sciuri rodentium,
1216,SYNONYM,f,Staphylococcus succinus casei,
1282,SYNONYM,f,Staphylococcus succinus succinus,
595,SYNONYM,f,Staphylococcus vitulinus,
942,SYNONYM,f,Stenotrophomonas,
681,SYNONYM,f,Stenotrophomonas maltophilia,
2259,SYNONYM,f,Stephanoascus ciferrii,
2171,SYNONYM,f,Stomatococcus mucilaginosus,
1325,SYNONYM,f,Streptococcus adjacens,
2783,SYNONYM,f,Streptococcus bovis,
2256,SYNONYM,f,Streptococcus caprinus,
1401,SYNONYM,f,Streptococcus cecorum,
649,SYNONYM,f,Streptococcus defectivus,
2131,SYNONYM,f,Streptococcus dentisani,
2027,SYNONYM,f,Streptococcus durans,
878,SYNONYM,f,Streptococcus faecalis,
2362,SYNONYM,f,Streptococcus faecium,
2410,SYNONYM,f,Streptococcus gallinarum,
1240,SYNONYM,f,Streptococcus hansenii,
1537,SYNONYM,f,Streptococcus intestinalis,
379,SYNONYM,f,Streptococcus lactis,
2800,SYNONYM,f,Streptococcus milleri group,
1926,SYNONYM,f,Streptococcus morbillorum,
501,SYNONYM,f,Streptococcus oligofermentans,
26,SYNONYM,f,Streptococcus parvulus,
1894,SYNONYM,f,Streptococcus pasteurianus,
1453,SYNONYM,f,Streptococcus saccharolyticus,
2792,SYNONYM,f,Streptococcus sanguis,
650,SYNONYM,f,Streptococcus shiloi,
2175,SYNONYM,f,Streptococcus thermophilus,
2038,SYNONYM,f,Streptococcus tigurinus,
950,SYNONYM,f,Streptomyces caviscabies,
383,SYNONYM,f,Streptomyces erumpens,
255,SYNONYM,f,Streptomyces roseosporus,
329,SYNONYM,f,Streptomyces setonii,
1879,SYNONYM,f,Tatlockia micdadei,
605,SYNONYM,f,Torula dimidiata,
2593,SYNONYM,f,Torula lipolytica,
737,SYNONYM,f,Torula utilis,
425,SYNONYM,f,Torulopsis aggregata,
558,SYNONYM,f,Torulopsis haemulonii,
2086,SYNONYM,f,Torulopsis inconspicua,
1284,SYNONYM,f,Torulopsis pintolopesii,
1574,SYNONYM,f,Torulopsis utilis,
2180,SYNONYM,f,Trichosporon cutaneum,
317,SYNONYM,f,Trichosporon loubieri,
1773,SYNONYM,f,Trichosporon mucoides,
488,SYNONYM,f,Trichosporon mycotoxinivorans,
220,SYNONYM,f,Trichosporon penicillatum,
1247,SYNONYM,f,Trichosporon pullulans,
1601,SYNONYM,f,Turicella,
901,SYNONYM,f,Turicella otitidis,
1578,SYNONYM,f,Ulocladium,
876,SYNONYM,t,Varicella-zoster virus,Varizella-Zoster-Virus
1169,SYNONYM,f,Veillonella alcalescens,
5,SYNONYM,f,Vibrio carchariae,
1954,SYNONYM,f,Vibrio damsela,
1892,SYNONYM,f,Vibrio succinogenes,
1246,SYNONYM,f,Vibrio trachuri,
1157,SYNONYM,f,Wangiella,
348,SYNONYM,f,Wangiella dermatitidis,
230,SYNONYM,f,Wautersia gilardii,
2071,SYNONYM,f,Wautersia paucula,
2056,SYNONYM,f,Weeksella zoohelcum,
2087,SYNONYM,f,Wolinella curva,
276,SYNONYM,f,Wolinella recta,
360,SYNONYM,f,Xenorhabdus luminescens,
351,SYNONYM,f,Alcaligenes xylosoxidans xylosoxidans,
277,SYNONYM,f,Clostridium irregularis,
1140,SYNONYM,f,Zika virus,
